id,Date,Count,Hour,Hotness,Humidity,Wind Speed,Visibility,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Working Day
1311,08/08/2018,1822,20:00,304,66,10.44,1857,0.02,0,0,Summer,NO,YES
1312,05/05/2018,1753,19:00,293.7,47,12.6,1952,0.28,0,0,Spring,NO,YES
1313,30/09/2018,0,11:00,293.2,63,10.08,1195,1.25,0,0,Autumn,NO,NO
1314,19/08/2018,1181,15:00,306.8,31,5.76,2000,2.45,0,0,Summer,NO,YES
1315,23/05/2018,1167,13:00,293.9,33,14.04,1853,3.52,0,0,Spring,NO,YES
1316,26/11/2018,563,23:00,278.4,78,5.4,404,0,0,0,Autumn,NO,YES
1317,16/05/2018,404,19:00,294.9,97,7.92,196,0.01,0,0,Spring,NO,YES
1318,01/10/2018,1138,12:00,291.4,40,12.6,1958,2.28,0,0,Autumn,NO,YES
1319,20/08/2018,993,9:00,300.5,54,3.6,1993,0.81,0,0,Summer,NO,YES
1320,12/03/2018,931,17:00,286.7,38,9.36,436,1,0,0,Spring,NO,YES
1321,12/07/2018,1279,7:00,298.9,87,6.12,834,0.26,0,0,Summer,NO,YES
1322,02/03/2018,427,20:00,274.2,35,9,1977,0,0,0,Spring,NO,YES
1323,10/11/2018,568,2:00,283.7,80,2.16,409,0,0,0,Autumn,NO,YES
1324,24/12/2017,7,13:00,276.7,90,2.52,744,0.15,0,0,Winter,YES,YES
1325,31/08/2018,2372,19:00,299.5,69,8.28,2000,0.18,0,0,Summer,NO,YES
1326,01/11/2018,852,11:00,284.1,46,5.76,1518,1.84,0,0,Autumn,NO,YES
1327,30/01/2018,170,10:00,265.5,42,3.24,1705,0.55,0,0,Winter,NO,YES
1328,06/11/2018,0,4:00,282.1,81,0,493,0,0,0,Autumn,NO,NO
1329,29/07/2018,1486,19:00,307.4,39,4.32,2000,0.58,0,0,Summer,NO,YES
1330,11/05/2018,1177,13:00,293.8,45,10.08,688,3.17,0,0,Spring,NO,YES
1331,26/07/2018,1175,7:00,300.7,75,4.32,1103,0.1,0,0,Summer,NO,YES
1332,12/10/2018,877,10:00,284.6,40,6.12,1991,1.77,0,0,Autumn,NO,YES
1333,15/09/2018,829,8:00,294.7,78,1.08,2000,0.21,0,0,Autumn,NO,YES
1334,15/04/2018,343,18:00,284.9,58,7.92,1645,0.61,0,0,Spring,NO,YES
1335,22/03/2018,173,2:00,274.5,86,9,782,0,0,0,Spring,NO,YES
1336,05/07/2018,846,1:00,296.9,79,6.12,1121,0,0,0,Summer,NO,YES
1337,27/11/2018,600,14:00,284.6,70,5.4,388,0.45,0,0,Autumn,NO,YES
1338,25/09/2018,132,6:00,284.2,70,3.24,2000,0,0,0,Autumn,YES,YES
1339,06/02/2018,213,7:00,260.3,41,13.32,1982,0,0,0,Winter,NO,YES
1340,22/06/2018,1203,15:00,304.9,23,6.48,1977,2.57,0,0,Summer,NO,YES
1341,23/03/2018,676,21:00,278.8,60,7.92,650,0,0,0,Spring,NO,YES
1342,24/08/2018,274,13:00,298.8,78,10.08,2000,0.95,0,0,Summer,NO,YES
1343,17/08/2018,904,12:00,303.3,30,6.84,1981,3.17,0,0,Summer,NO,YES
1344,08/02/2018,195,23:00,268.7,44,2.52,1247,0,0,0,Winter,NO,YES
1345,30/05/2018,3251,18:00,296.6,42,7.56,2000,1.23,0,0,Spring,NO,YES
1346,08/08/2018,657,10:00,304.6,58,8.28,1528,2.02,0,0,Summer,NO,YES
1347,08/09/2018,1096,10:00,295.2,43,3.24,1891,2.09,0,0,Autumn,NO,YES
1348,01/02/2018,103,2:00,267.5,53,7.56,1980,0,0,1.6,Winter,NO,YES
1349,21/09/2018,2235,18:00,293.9,77,2.16,2000,0.23,0,0,Autumn,NO,YES
1350,27/08/2018,231,14:00,296.3,89,5.4,1435,1.23,0.5,0,Summer,NO,YES
1351,24/04/2018,1580,19:00,286.3,37,4.32,2000,0.12,0,0,Spring,NO,YES
1352,24/01/2018,164,7:00,257.1,30,10.8,2000,0,0,0.9,Winter,NO,YES
1353,16/06/2018,1330,11:00,296.4,46,5.76,1954,2.96,0,0,Summer,NO,YES
1354,06/08/2018,219,3:00,301.6,81,3.96,1105,0,0,0,Summer,NO,YES
1355,04/02/2018,177,14:00,265.6,33,14.4,1713,2.17,0,0,Winter,NO,YES
1356,25/02/2018,402,18:00,278.2,30,10.08,1877,0.36,0,0,Winter,NO,YES
1357,17/10/2018,2445,18:00,287.6,39,8.28,2000,0.11,0,0,Autumn,NO,YES
1358,18/01/2018,305,9:00,274.2,84,7.56,210,0.07,0,0,Winter,NO,YES
1359,07/01/2018,60,7:00,267.4,58,3.24,1368,0,0,0,Winter,NO,YES
1360,13/12/2017,183,1:00,262.8,52,5.76,1997,0,0,0,Winter,NO,YES
1361,06/05/2018,71,12:00,288.7,96,3.96,568,0.5,3,0,Spring,NO,YES
1362,23/05/2018,1080,23:00,287.6,54,5.4,1596,0,0,0,Spring,NO,YES
1363,02/01/2018,108,1:00,270.9,56,2.88,1732,0,0,0,Winter,NO,YES
1364,16/11/2018,939,7:00,279.6,64,1.8,701,0,0,0,Autumn,NO,YES
1365,14/12/2017,301,15:00,270.5,29,3.96,1667,0.48,0,0,Winter,NO,YES
1366,29/01/2018,239,17:00,267.3,30,12.96,1978,0.4,0,0,Winter,NO,YES
1367,18/01/2018,267,12:00,275.5,72,8.64,256,0,0,0,Winter,NO,YES
1368,29/05/2018,204,4:00,292.8,60,6.84,1364,0,0,0,Spring,NO,YES
1369,20/05/2018,1013,11:00,291.7,30,6.84,2000,1.66,0,0,Spring,NO,YES
1370,26/01/2018,96,10:00,256.5,33,12.24,1703,0.62,0,0.5,Winter,NO,YES
1371,28/03/2018,698,14:00,291.6,46,15.84,1664,2.14,0,0,Spring,NO,YES
1372,24/12/2017,3,9:00,277.6,94,3.24,90,0,6.4,0,Winter,YES,YES
1373,13/07/2018,999,14:00,302.5,62,9.72,1941,1.79,0,0,Summer,NO,YES
1374,29/03/2018,757,9:00,286.5,79,6.84,382,0.2,0,0,Spring,NO,YES
1375,09/07/2018,451,7:00,293.9,66,5.04,2000,0.1,0,0,Summer,NO,YES
1376,29/06/2018,1195,9:00,295.9,86,6.12,538,0.76,0,0,Summer,NO,YES
1377,18/09/2018,0,4:00,291.3,78,1.44,1906,0,0,0,Autumn,NO,NO
1378,12/01/2018,119,10:00,260,37,7.92,1960,0.59,0,0,Winter,NO,YES
1379,21/10/2018,1618,18:00,289.2,41,5.04,1907,0.06,0,0,Autumn,NO,YES
1380,05/09/2018,1446,16:00,301.2,37,14.4,1987,2.03,0,0,Autumn,NO,YES
1381,25/07/2018,1935,20:00,303.9,67,6.12,1470,0.05,0,0,Summer,NO,YES
1382,13/02/2018,252,11:00,272.7,40,12.24,1728,1.73,0,0,Winter,NO,YES
1383,12/02/2018,244,20:00,268.3,55,6.12,2000,0,0,0,Winter,NO,YES
1384,15/03/2018,10,6:00,287.4,96,2.52,453,0,8,0,Spring,NO,YES
1385,02/02/2018,280,9:00,266.5,54,4.32,1541,0.22,0,0,Winter,NO,YES
1386,17/04/2018,1727,18:00,290.1,31,11.88,1501,0.93,0,0,Spring,NO,YES
1387,22/04/2018,18,23:00,284.3,94,5.76,368,0,3,0,Spring,NO,YES
1388,24/11/2018,396,22:00,275.7,85,3.96,580,0,0,3.2,Autumn,NO,YES
1389,19/08/2018,732,10:00,300.3,49,3.24,1968,1.17,0,0,Summer,NO,YES
1390,25/01/2018,137,21:00,258.9,35,7.92,2000,0,0,0.5,Winter,NO,YES
1391,06/10/2018,0,6:00,289.5,96,8.28,417,0,8.5,0,Autumn,NO,NO
1392,26/05/2018,763,8:00,290.8,52,2.16,1094,1.18,0,0,Spring,NO,YES
1393,11/01/2018,89,2:00,262.1,57,9.72,1900,0,0,0,Winter,NO,YES
1394,08/09/2018,1107,0:00,292.2,53,13.32,2000,0,0,0,Autumn,NO,YES
1395,28/01/2018,217,15:00,271.1,23,15.48,2000,0.7,0,0,Winter,NO,YES
1396,05/11/2018,986,13:00,289.8,46,3.96,760,1.71,0,0,Autumn,NO,YES
1397,16/10/2018,253,3:00,284.5,61,5.04,1399,0,0,0,Autumn,NO,YES
1398,05/06/2018,959,10:00,298.5,43,3.6,1568,2.49,0,0,Summer,NO,YES
1399,29/09/2018,1781,21:00,293.1,54,4.32,2000,0,0,0,Autumn,NO,YES
1400,01/10/2018,1429,7:00,286.1,58,7.56,1997,0.03,0,0,Autumn,NO,YES
1401,06/12/2017,381,11:00,274.6,57,4.32,1261,0.93,0,0,Winter,NO,YES
1402,25/09/2018,1955,16:00,297.2,28,6.12,2000,1.86,0,0,Autumn,YES,YES
1403,15/05/2018,2915,18:00,300.5,47,9,1113,0.43,0,0,Spring,NO,YES
1404,14/02/2018,606,8:00,275.1,65,3.96,1559,0.01,0,0,Winter,NO,YES
1405,03/06/2018,673,2:00,291.6,60,6.48,1841,0,0,0,Summer,NO,YES
1406,17/06/2018,2481,19:00,297.2,62,6.84,1225,0.39,0,0,Summer,NO,YES
1407,05/06/2018,927,0:00,293.5,71,10.08,1204,0,0,0,Summer,NO,YES
1408,21/03/2018,614,9:00,275.5,40,6.84,2000,0.41,0,0,Spring,NO,YES
1409,26/09/2018,222,4:00,289.4,59,6.12,2000,0,0,0,Autumn,NO,YES
1410,08/11/2018,174,7:00,283.9,88,6.48,1866,0,0,0,Autumn,NO,YES
1411,14/10/2018,185,4:00,280.9,76,4.68,771,0,0,0,Autumn,NO,YES
1412,07/08/2018,1898,19:00,305.9,56,9.36,1944,0.4,0,0,Summer,NO,YES
1413,21/09/2018,143,12:00,292.1,91,7.2,1971,0.63,0,0,Autumn,NO,YES
1414,25/01/2018,165,7:00,256.8,33,7.92,2000,0,0,0.7,Winter,NO,YES
1415,17/12/2017,268,14:00,269.8,26,11.16,1933,1.07,0,0,Winter,NO,YES
1416,19/09/2018,0,20:00,295.6,67,1.08,1737,0,0,0,Autumn,NO,NO
1417,05/12/2017,198,1:00,266.5,41,10.08,2000,0,0,0,Winter,NO,YES
1418,20/02/2018,514,17:00,276.9,19,12.96,2000,0.58,0,0,Winter,NO,YES
1419,20/03/2018,518,16:00,278.6,42,15.12,2000,0.81,0,0,Spring,NO,YES
1420,02/01/2018,655,8:00,269.6,71,2.88,1179,0,0,0,Winter,NO,YES
1421,04/12/2017,65,3:00,276.6,85,8.28,206,0,0,0,Winter,NO,YES
1422,20/06/2018,714,6:00,292.4,83,5.76,448,0.03,0,0,Summer,NO,YES
1423,18/05/2018,2261,18:00,290.5,79,5.4,2000,0.57,0,0,Spring,NO,YES
1424,12/05/2018,11,12:00,285.3,97,2.88,238,0.14,2,0,Spring,NO,YES
1425,02/07/2018,28,1:00,294.3,97,3.6,1451,0,3,0,Summer,NO,YES
1426,13/05/2018,1571,21:00,287.1,86,3.24,535,0,0,0,Spring,NO,YES
1427,08/07/2018,267,6:00,290.8,58,3.96,2000,0.04,0,0,Summer,NO,YES
1428,03/04/2018,275,2:00,290,73,5.76,1184,0,0,0,Spring,NO,YES
1429,20/09/2018,87,10:00,291.4,91,4.32,394,0.25,0.5,0,Autumn,NO,YES
1430,16/07/2018,498,1:00,298.9,83,4.68,1520,0,0,0,Summer,NO,YES
1431,04/01/2018,120,6:00,265.4,47,8.28,2000,0,0,0,Winter,NO,YES
1432,28/01/2018,30,6:00,265.2,35,6.84,2000,0,0,0,Winter,NO,YES
1433,21/04/2018,702,10:00,293.6,24,7.2,950,2.29,0,0,Spring,NO,YES
1434,02/09/2018,1986,19:00,300.3,54,5.4,2000,0.05,0,0,Autumn,NO,YES
1435,07/09/2018,1577,16:00,298.2,39,10.08,1987,1.65,0,0,Autumn,NO,YES
1436,01/07/2018,20,8:00,295.1,93,1.8,805,0.14,1,0,Summer,NO,YES
1437,18/07/2018,776,15:00,305.9,46,9,1248,2.9,0,0,Summer,NO,YES
1438,31/03/2018,264,7:00,282.5,72,0.72,1017,0.04,0,0,Spring,NO,YES
1439,13/10/2018,1402,12:00,289.6,36,2.52,1442,2.45,0,0,Autumn,NO,YES
1440,15/02/2018,174,12:00,274.7,20,10.8,1983,2.28,0,0,Winter,YES,YES
1441,06/02/2018,126,0:00,262.4,47,12.6,1803,0,0,0,Winter,NO,YES
1442,10/11/2018,309,7:00,282.5,86,2.16,293,0,0,0,Autumn,NO,YES
1443,27/05/2018,799,1:00,292.8,61,5.04,943,0,0,0,Spring,NO,YES
1444,11/08/2018,1482,19:00,306.8,44,7.92,2000,0.3,0,0,Summer,NO,YES
1445,19/01/2018,58,4:00,272.3,45,5.04,1241,0,0,0,Winter,NO,YES
1446,29/03/2018,1260,19:00,290.5,61,7.92,758,0.11,0,0,Spring,NO,YES
1447,28/09/2018,0,19:00,292.3,61,2.88,2000,0.01,0,0,Autumn,NO,NO
1448,06/01/2018,373,15:00,275.3,27,7.92,1877,0.92,0,0,Winter,NO,YES
1449,04/05/2018,1389,20:00,287.1,46,12.24,1940,0.01,0,0,Spring,NO,YES
1450,05/12/2017,334,14:00,271.9,28,0,2000,0,0,0,Winter,NO,YES
1451,01/12/2017,862,18:00,273.6,66,5.04,2000,0,0,0,Winter,NO,YES
1452,12/11/2018,1472,17:00,284.8,43,6.48,1685,0.34,0,0,Autumn,NO,YES
1453,15/03/2018,343,23:00,282.3,90,14.76,609,0,0,0,Spring,NO,YES
1454,22/02/2018,71,3:00,270.2,57,1.8,1995,0,0,0,Winter,NO,YES
1455,29/08/2018,490,14:00,299.8,77,12.6,1965,0.11,0,0,Summer,NO,YES
1456,18/07/2018,1002,0:00,299.2,79,2.52,850,0,0,0,Summer,NO,YES
1457,25/02/2018,182,0:00,271.9,44,4.32,1741,0,0,0,Winter,NO,YES
1458,17/07/2018,1940,22:00,300.2,70,6.84,1110,0,0,0,Summer,NO,YES
1459,17/09/2018,1185,9:00,293.5,66,3.96,1711,1.12,0,0,Autumn,NO,YES
1460,23/10/2018,1257,22:00,285.3,73,3.24,1392,0,0,0,Autumn,NO,YES
1461,14/03/2018,813,12:00,292.9,44,9.72,1874,2.22,0,0,Spring,NO,YES
1462,20/03/2018,677,7:00,276.8,44,14.76,2000,0.02,0,0,Spring,NO,YES
1463,11/06/2018,324,5:00,291.8,61,4.32,2000,0,0,0,Summer,NO,YES
1464,11/02/2018,95,1:00,266,38,9.36,2000,0,0,0,Winter,NO,YES
1465,22/02/2018,66,4:00,270.6,58,1.08,2000,0,0,0,Winter,NO,YES
1466,24/12/2017,4,8:00,277.6,91,6.12,95,0,0,0,Winter,YES,YES
1467,29/09/2018,1501,22:00,292.3,55,1.8,2000,0,0,0,Autumn,NO,YES
1468,04/09/2018,1178,15:00,299.7,51,12.24,2000,2.09,0,0,Autumn,NO,YES
1469,12/05/2018,43,7:00,286.3,81,5.4,525,0.04,0.1,0,Spring,NO,YES
1470,08/04/2018,847,13:00,280.4,27,6.48,2000,0.86,0,0,Spring,NO,YES
1471,29/01/2018,62,1:00,263.2,47,4.68,1934,0,0,0,Winter,NO,YES
1472,21/01/2018,189,10:00,271.7,37,2.88,1070,0.47,0,0,Winter,NO,YES
1473,28/03/2018,629,12:00,289.5,57,13.68,881,1.55,0,0,Spring,NO,YES
1474,19/03/2018,592,8:00,280.3,84,7.92,813,0.05,0,0,Spring,NO,YES
1475,14/07/2018,1278,23:00,299.6,80,7.2,1527,0,0,0,Summer,NO,YES
1476,31/01/2018,156,14:00,272.3,33,9.72,1984,0.56,0,2.5,Winter,NO,YES
1477,14/10/2018,308,3:00,281.4,73,1.44,820,0,0,0,Autumn,NO,YES
1478,18/03/2018,309,1:00,278.7,55,5.04,1043,0,0,0,Spring,NO,YES
1479,30/06/2018,481,19:00,297.3,95,1.8,958,0.11,4,0,Summer,NO,YES
1480,27/10/2018,713,8:00,280.7,62,8.64,1985,0.23,0,0,Autumn,NO,YES
1481,07/08/2018,662,13:00,306,55,3.6,1967,1.49,0,0,Summer,NO,YES
1482,08/04/2018,405,9:00,278.1,46,9.72,1888,1.34,0,0,Spring,NO,YES
1483,16/05/2018,502,1:00,297.1,67,1.8,686,0,0,0,Spring,NO,YES
1484,05/03/2018,2,3:00,278.7,92,7.2,458,0,1.5,0,Spring,NO,YES
1485,27/03/2018,866,21:00,286.4,73,5.4,325,0,0,0,Spring,NO,YES
1486,14/04/2018,203,15:00,281.6,88,11.52,1211,0.17,0,0,Spring,NO,YES
1487,28/03/2018,614,23:00,286.5,74,4.32,603,0,0,0,Spring,NO,YES
1488,03/05/2018,156,3:00,280,86,4.32,2000,0,0,0,Spring,NO,YES
1489,08/03/2018,49,0:00,278.2,83,5.4,733,0,0.5,0,Spring,NO,YES
1490,13/05/2018,1155,22:00,286.5,87,7.92,433,0,0,0,Spring,NO,YES
1491,29/05/2018,1041,21:00,292.9,93,5.04,416,0,0,0,Spring,NO,YES
1492,05/11/2018,1318,16:00,289.8,46,6.48,1041,0.72,0,0,Autumn,NO,YES
1493,04/02/2018,181,16:00,267.6,29,12.96,1979,1.4,0,0,Winter,NO,YES
1494,11/01/2018,172,22:00,260.1,52,10.08,2000,0,0,0,Winter,NO,YES
1495,25/09/2018,1885,18:00,294.6,37,3.6,2000,0.24,0,0,Autumn,YES,YES
1496,01/05/2018,1536,14:00,296,64,10.08,520,1.59,0,0,Spring,YES,YES
1497,13/12/2017,271,22:00,264.1,39,0.36,2000,0,0,0,Winter,NO,YES
1498,10/03/2018,241,2:00,274.6,79,3.24,685,0,0,0,Spring,NO,YES
1499,26/12/2017,296,7:00,270.1,73,6.84,1911,0,0,0,Winter,NO,YES
1500,07/12/2017,198,0:00,274.4,92,1.8,240,0,0,0.9,Winter,NO,YES
1501,16/05/2018,223,16:00,294.8,97,6.48,206,0.18,0,0,Spring,NO,YES
1502,30/12/2017,356,14:00,277.3,60,4.32,272,0.4,0,0,Winter,NO,YES
1503,17/10/2018,2202,8:00,282.2,68,0.72,952,0.28,0,0,Autumn,NO,YES
1504,03/03/2018,306,8:00,273.4,38,6.48,1564,0.16,0,0,Spring,NO,YES
1505,15/07/2018,715,9:00,300,71,3.6,1518,0.97,0,0,Summer,NO,YES
1506,22/12/2017,250,1:00,271.4,79,2.16,784,0,0,0.8,Winter,YES,YES
1507,21/06/2018,1083,0:00,293,83,9.36,547,0,0,0,Summer,NO,YES
1508,04/07/2018,1005,14:00,304.3,58,10.8,1479,2.46,0,0,Summer,NO,YES
1509,10/01/2018,139,23:00,262.8,53,11.88,1997,0,0,0,Winter,NO,YES
1510,29/09/2018,2021,19:00,295.5,43,1.44,2000,0,0,0,Autumn,NO,YES
1511,09/12/2017,351,11:00,273,45,3.96,1500,0.89,0,0,Winter,NO,YES
1512,08/10/2018,390,1:00,284.7,52,3.96,2000,0,0,0,Autumn,NO,YES
1513,08/06/2018,926,0:00,292.1,82,7.92,874,0,0,0,Summer,NO,YES
1514,08/12/2017,310,11:00,269.3,39,5.04,1595,0.93,0,0,Winter,NO,YES
1515,05/05/2018,759,9:00,289.1,50,9.36,1628,1.52,0,0,Spring,NO,YES
1516,16/07/2018,732,0:00,299.5,81,3.24,1650,0,0,0,Summer,NO,YES
1517,12/05/2018,29,19:00,288.5,97,2.52,403,0,2,0,Spring,NO,YES
1518,09/11/2018,0,7:00,283.4,81,10.8,1741,0,0,0,Autumn,NO,NO
1519,16/06/2018,1783,14:00,300.1,40,6.48,1779,3.26,0,0,Summer,NO,YES
1520,26/02/2018,402,7:00,269.9,68,2.88,1417,0,0,0,Winter,NO,YES
1521,14/03/2018,1478,19:00,290.9,54,10.44,2000,0.04,0,0,Spring,NO,YES
1522,20/11/2018,922,22:00,281.9,40,12.24,1810,0,0,0,Autumn,NO,YES
1523,05/08/2018,309,8:00,300.5,95,2.52,404,0.14,1.6,0,Summer,NO,YES
1524,11/11/2018,563,10:00,283.2,68,2.52,354,1.06,0,0,Autumn,NO,YES
1525,09/09/2018,803,9:00,293.4,51,6.48,2000,1.43,0,0,Autumn,NO,YES
1526,24/07/2018,306,5:00,300.5,70,0.36,1976,0,0,0,Summer,NO,YES
1527,11/04/2018,0,22:00,283.3,42,3.6,1923,0,0,0,Spring,NO,NO
1528,05/10/2018,4,23:00,289.3,91,6.48,1811,0,0.5,0,Autumn,NO,YES
1529,28/11/2018,583,10:00,277.4,23,5.76,1201,0.7,0,0,Autumn,NO,YES
1530,14/09/2018,644,6:00,293.4,78,3.6,2000,0,0,0,Autumn,NO,YES
1531,17/10/2018,1278,22:00,282.9,50,0.36,2000,0,0,0,Autumn,NO,YES
1532,03/12/2017,273,11:00,278.1,87,5.04,321,0.25,0,0,Winter,NO,YES
1533,25/04/2018,306,2:00,280.7,60,1.08,1993,0,0,0,Spring,NO,YES
1534,22/05/2018,248,4:00,288.6,0,1.8,1502,0,0,0,Spring,YES,YES
1535,17/10/2018,600,1:00,284.5,74,4.32,1305,0,0,0,Autumn,NO,YES
1536,28/09/2018,0,4:00,287.7,62,5.4,2000,0,0,0,Autumn,NO,NO
1537,30/03/2018,939,12:00,292.1,26,5.76,1704,2.73,0,0,Spring,NO,YES
1538,24/08/2018,484,9:00,297.8,85,6.12,2000,0.32,0,0,Summer,NO,YES
1539,18/02/2018,56,3:00,268.5,26,0,2000,0,0,0,Winter,NO,YES
1540,14/01/2018,134,10:00,270.9,72,6.12,489,0.34,0,0,Winter,NO,YES
1541,16/03/2018,1176,8:00,276.8,56,8.64,2000,0.32,0,0,Spring,NO,YES
1542,27/04/2018,1446,16:00,296.2,33,8.64,869,2.12,0,0,Spring,NO,YES
1543,08/04/2018,494,10:00,279.3,39,10.08,2000,1.55,0,0,Spring,NO,YES
1544,06/07/2018,723,6:00,295.4,65,5.76,2000,0.01,0,0,Summer,NO,YES
1545,11/05/2018,1161,12:00,293,47,5.04,685,3.08,0,0,Spring,NO,YES
1546,19/07/2018,1870,22:00,301,76,5.4,1542,0,0,0,Summer,NO,YES
1547,28/04/2018,1000,11:00,292,30,10.8,1719,2.84,0,0,Spring,NO,YES
1548,15/08/2018,1034,0:00,303,67,2.88,1986,0,0,0,Summer,YES,YES
1549,18/08/2018,483,3:00,296,54,3.6,1818,0,0,0,Summer,NO,YES
1550,15/05/2018,832,10:00,295.7,37,3.24,879,2.18,0,0,Spring,NO,YES
1551,11/10/2018,857,23:00,281.4,60,5.4,2000,0,0,0,Autumn,NO,YES
1552,13/09/2018,1322,9:00,294.8,64,5.76,2000,0.52,0,0,Autumn,NO,YES
1553,21/12/2017,355,19:00,273.8,71,3.24,923,0,0,0.8,Winter,NO,YES
1554,18/05/2018,47,3:00,291.3,98,5.76,320,0,2,0,Spring,NO,YES
1555,24/07/2018,735,15:00,308.8,47,7.92,1029,1.51,0,0,Summer,NO,YES
1556,12/01/2018,177,13:00,264.8,29,7.2,1920,1.19,0,0,Winter,NO,YES
1557,18/11/2018,645,11:00,280.6,35,2.88,1695,1.25,0,0,Autumn,NO,YES
1558,09/06/2018,1744,14:00,303.1,35,5.04,1583,2.53,0,0,Summer,NO,YES
1559,03/12/2017,22,7:00,276.1,91,4.32,129,0,0,0,Winter,NO,YES
1560,12/11/2018,158,5:00,277,71,0,2000,0,0,0,Autumn,NO,YES
1561,14/12/2017,62,5:00,262.2,48,2.88,1648,0,0,0,Winter,NO,YES
1562,06/01/2018,370,14:00,274.8,29,7.2,1693,1.14,0,0,Winter,NO,YES
1563,06/10/2018,1731,21:00,291.5,78,0.36,2000,0,0,0,Autumn,NO,YES
1564,05/11/2018,1975,8:00,280.2,80,2.88,515,0.13,0,0,Autumn,NO,YES
1565,18/11/2018,1026,16:00,282.4,39,6.48,1704,0.56,0,0,Autumn,NO,YES
1566,28/02/2018,426,7:00,278.5,59,10.08,448,0,0,0,Winter,NO,YES
1567,04/12/2017,353,22:00,267.7,45,9,2000,0,0,0,Winter,NO,YES
1568,06/01/2018,189,20:00,270.9,41,3.96,1578,0,0,0,Winter,NO,YES
1569,04/05/2018,1021,11:00,290.2,35,12.96,1731,2.93,0,0,Spring,NO,YES
1570,13/03/2018,982,21:00,286.7,79,7.2,1035,0,0,0,Spring,NO,YES
1571,16/08/2018,252,3:00,300.9,68,2.16,2000,0,0,0,Summer,NO,YES
1572,26/08/2018,725,9:00,297.2,64,4.32,1985,1.48,0,0,Summer,NO,YES
1573,28/08/2018,200,4:00,295.6,95,1.44,1919,0,0,0,Summer,NO,YES
1574,04/07/2018,941,11:00,303,60,8.28,1861,2.61,0,0,Summer,NO,YES
1575,12/02/2018,30,5:00,263.8,37,3.96,2000,0,0,0,Winter,NO,YES
1576,25/05/2018,188,4:00,287.8,71,1.44,700,0,0,0,Spring,NO,YES
1577,26/06/2018,9,10:00,293.3,97,3.6,103,0.12,9.5,0,Summer,NO,YES
1578,21/01/2018,396,16:00,277.7,17,7.56,2000,0.55,0,0,Winter,NO,YES
1579,01/12/2017,323,23:00,271.7,84,3.6,1265,0,0,0,Winter,NO,YES
1580,31/07/2018,623,13:00,309.1,38,3.6,2000,3.12,0,0,Summer,NO,YES
1581,03/11/2018,0,6:00,278.5,78,2.16,983,0,0,0,Autumn,NO,NO
1582,04/12/2017,807,18:00,270.9,29,14.04,2000,0,0,0,Winter,NO,YES
1583,25/03/2018,267,1:00,279.4,82,4.32,186,0,0,0,Spring,NO,YES
1584,06/02/2018,106,23:00,261.2,46,3.96,1860,0,0,0,Winter,NO,YES
1585,19/08/2018,592,8:00,297.4,58,2.88,2000,0.45,0,0,Summer,NO,YES
1586,07/05/2018,1664,19:00,296.5,48,5.4,1929,0.4,0,0,Spring,NO,YES
1587,30/10/2018,283,2:00,275.1,56,1.8,2000,0,0,0,Autumn,NO,YES
1588,01/04/2018,485,9:00,286.5,66,6.48,934,0.16,0,0,Spring,NO,YES
1589,13/05/2018,72,5:00,286.5,98,2.88,105,0,0,0,Spring,NO,YES
1590,05/12/2017,321,12:00,270.7,25,0,1962,0,0,0,Winter,NO,YES
1591,06/07/2018,1216,12:00,298.7,57,6.84,2000,2.32,0,0,Summer,NO,YES
1592,23/02/2018,230,11:00,276.8,72,3.24,236,1.1,0,3.4,Winter,NO,YES
1593,25/07/2018,1412,17:00,306.2,56,7.92,1428,1.03,0,0,Summer,NO,YES
1594,01/09/2018,925,9:00,297.1,56,7.56,1956,1.46,0,0,Autumn,NO,YES
1595,11/01/2018,82,6:00,261,61,8.28,1709,0,0,0,Winter,NO,YES
1596,25/09/2018,1522,14:00,296.7,28,5.04,2000,2.77,0,0,Autumn,YES,YES
1597,17/11/2018,315,7:00,273.8,77,3.24,1300,0,0,0,Autumn,NO,YES
1598,16/09/2018,520,18:00,294.5,89,10.8,350,0.18,0,0,Autumn,NO,YES
1599,14/04/2018,18,7:00,281.2,88,2.52,607,0.01,2,0,Spring,NO,YES
1600,05/04/2018,373,1:00,282,62,6.84,2000,0,0,0,Spring,NO,YES
1601,01/05/2018,343,3:00,291.1,85,3.6,284,0,0,0,Spring,YES,YES
1602,18/12/2017,97,1:00,267.7,48,1.44,1664,0,0,0,Winter,NO,YES
1603,23/02/2018,354,16:00,281.3,60,9.72,354,0.36,0,0,Winter,NO,YES
1604,23/08/2018,257,20:00,302.2,62,7.56,1952,0,0.1,0,Summer,NO,YES
1605,20/04/2018,1358,20:00,294.1,43,6.48,788,0,0,0,Spring,NO,YES
1606,29/05/2018,893,10:00,294.6,68,5.76,980,0.83,0,0,Spring,NO,YES
1607,01/04/2018,110,6:00,285.4,61,1.44,1131,0,0,0,Spring,NO,YES
1608,13/06/2018,2479,18:00,296.4,63,12.96,1245,0.5,0,0,Summer,NO,YES
1609,06/02/2018,169,22:00,261.9,43,6.48,1960,0,0,0,Winter,NO,YES
1610,12/02/2018,246,13:00,270.3,29,10.44,1961,2.29,0,0,Winter,NO,YES
1611,06/11/2018,0,14:00,290.4,50,8.64,336,1.52,0,0,Autumn,NO,NO
